TC	SC	Go-On	Kan-On	Eum	PY	MC	MCI	MCF	MCT	OC	Gloss
冬	冬	とう	とう	동동	dōng	towng	t-	-owng	even	*tˁuŋ	winter
宗	宗	そ	そう	종	zōng	tsowng	ts-	-owng	even	*tsˁuŋ {*[ts]ˁuŋ}	ancestral temple
綜	综	そ	そう	종종	zòng	tsowngH	ts-	-owng	departing	*s-tˁuŋ-s	collect (v.)
洿	洿			오오호	wū	ʔu	ʔ-	-u	even	*qʷˁa	impure
圩	圩			우우	wū	ʔu	ʔ-	-u	even	*qʷˁa	to plaster
烏	乌	う	お		wū	ʔu	ʔ-	-u	even	*qˁa	crow, raven; black
烏	乌	う	お	오아	wū	ʔu	ʔ-	-u	even	*ʔˁa {*[ʔ]ˁa}	oh!
惡	恶	あく	あく	악오오	wù	ʔuH	ʔ-	-u	departing	*ʔˁak-s	hate (v.)
哺	哺	ぶ	ほ	포	bǔ	buH	b-	-u	departing	*bˁa-s {*[b]ˁa-s}	food held in the mouth
步	步	ぶ	ほ	보보	bù	buH	b-	-u	departing	*mə-bˁa-s {*mə-[b]ˁa-s}	step
簿	簿	ぶ	ほ	부박부박박	bù	buX	b-	-u	rising	*bˁaʔ {*[b]ˁaʔ}	register (n.)
匍	匍			포	pú	bu	b-	-u	even	*bˁa {*[b]ˁa}	crawl
蒲	蒲	ぶ	ほ	포박	pú	bu	b-	-u	even	*bˁa {*[b]ˁa}	part of personal name
度	度	ど	と	도탁택	dù	duH	d-	-u	departing	*dˁak-s {*[d]ˁak-s}	measure (n.)
肚	肚	ず	と	두	dù	duX	d-	-u	rising	*m-tˁaʔ	belly
屠	屠	ど	と	도도저	tú	du	d-	-u	even	*dˁa {*[d]ˁa}	butcher (v.)
徒	徒	ず	と	도	tú	du	d-	-u	even	*dˁa {*[d]ˁa}	go on foot
圖	图	ず	と	도	tú	du	d-	-u	even	*dˁa {*[d]ˁa}	consider
瘏	瘏			도	tú	du	d-	-u	even	*dˁa {*[d]ˁa}	fatigued, disabled
塗	涂			도도도	tú	du	d-	-u	even	*lˁa	to plaster
涂	涂	ず	と		tú	du	d-	-u	even	*lˁa	path
塗	涂			도도도	tú	du	d-	-u	even	*lˁa	road
途	途	ず	と	도	tú	du	d-	-u	even	*lˁa	road
徂	徂	ぞ	そ	조저	cú	dzu	dz-	-u	even	*dzˁa {*[dz]ˁa}	advance, go to
胙	胙	ぞ	そ		zuò	dzuH	dz-	-u	departing	*dzˁak-s {*[dz]ˁak-s}	sacrificial meat and wine
乎	乎	ご	こ	호호	hū	hu	h-	-u	even	*ɢˁa	(Q particle)
乎	乎	ご	こ	호호	hū	hu	h-	-u	even	*ɢˁa	in, at
餬	餬			호호호	hú	hu	h-	-u	even	*Cə.ɡˁa {*Cə.[ɡ]ˁa}	supply food to, feed
糊	糊	ご	こ	호호호	hú	hu	h-	-u	even	*Cə.ɡˁa	to paste (v.)
狐	狐	ぐ	こ	호	hú	hu	h-	-u	even	*ɡʷˁa {*[ɡ]ʷˁa}	fox
胡	胡	ぐ	こ	호호호호호	hú	hu	h-	-u	even	*ɡˁa {*[ɡ]ˁa}	foreigners in the north
壺	壶	ぐ	こ	호	hú	hu	h-	-u	even	*ɡˁa {*[ɡ](ʷ)ˁa}	flask
葫	葫	ご	こ	호	hú	hu	h-	-u	even	*ɡˁa {*[ɡ]ˁa}	gourd
沍	沍	ご	こ	호호	hù	huH	h-	-u	departing	*N-qˁaʔ-s	shut in, stop up
互	互	ご	こ	호	hù	huH	h-	-u	departing	*m-qˁaʔ-s	intertwining
枑	枑			호	hù	huH	h-	-u	departing	*m-qˁaʔ-s	railings, fence
護	护	ご	こ	호호	hù	huH	h-	-u	departing	*ɢʷˁak-s {*[ɢ]ʷˁak-s}	protect
祜	祜	ご	こ	호	hù	huX	h-	-u	rising	*ɡˁaʔ {*[ɡ]ˁaʔ}	blessing
鳸	鳸				hù	huX	h-	-u	rising	*m-qʷˁaʔ	a bird resembling a quail
戶	户	ぐ	こ	호호	hù	huX	h-	-u	rising	*m-qˁaʔ	to stop, to check
戶	户	ぐ	こ	호호	hù	huX	h-	-u	rising	*m-qˁaʔ	door
扈	扈	ぐ	こ	호호	hù	huX	h-	-u	rising	*m-qˁaʔ	to stop
呱	呱	く	こ	고	gū	ku	k-	-u	even	*kʷˁa	wail
孤	孤	く	こ	고	gū	ku	k-	-u	even	*kʷˁa	orphan
罛	罛			고고	gū	ku	k-	-u	even	*kʷˁa	net
姑	姑	く	こ		gū	ku	k-	-u	even	*kˁa	father's sister
菇	菇				gū	ku	k-	-u	even	*mə.kˁa	mushroom
賈	贾	く	か	고가	gǔ	kuX	k-	-u	rising	*C.qˁaʔ	merchant; do business
羖	羖			고	gǔ	kuX	k-	-u	rising	*Cə.kʷˁaʔ	ram
股	股	く	こ	고	gǔ	kuX	k-	-u	rising	*kʷˁaʔ	thigh
古	古	く	こ	고	gǔ	kuX	k-	-u	rising	*kˁaʔ	ancient
瞽	瞽	く	こ	고	gǔ	kuX	k-	-u	rising	*kˁaʔ {*[k]ˁaʔ}	blind
蠱	蛊			고고야	gǔ	kuX	k-	-u	rising	*kˁaʔ {*[k]ˁaʔ}	noxious vermin
鼔	鼔			고고	gǔ	kuX	k-	-u	rising	*kˁaʔ {*[k]ˁaʔ}	drum (v.)
鼓	鼓	く	こ	고	gǔ	kuX	k-	-u	rising	*kˁaʔ {*[k]ˁaʔ}	drum (n.)
雇	雇	く	こ	고호고	gù	kuH	k-	-u	departing	*C.qʷˁa-s {*[C.q]ʷˁa(ʔ)-s}	to hire
錮	锢	く	こ	고고	gù	kuH	k-	-u	departing	*C.qˁaʔ-s	chronic (of illness)
顧	顾	く	こ	고	gù	kuH	k-	-u	departing	*kʷˁaʔ-s {*[k]ʷˁaʔ-s} ~ *[k]ʷˁaʔ	look around
固	固	く	こ	고	gù	kuH	k-	-u	departing	*kˁa-s {*kˁa(ʔ)-s}	fortified, secure
故	故	く	こ	고고	gù	kuH	k-	-u	departing	*kˁa-s {*kˁa(ʔ)-s}	fact; reason
痼	痼	く	こ	고	gù	kuH	k-	-u	departing	*kˁa-s {*[k]ˁa-s}	chronic (of illness)
故	故	く	こ	고고	gù	kuH	k-	-u	departing	*kˁaʔ-s	old (not new)
苦	苦	く	こ	고고호	kǔ	khuX	kh-	-u	rising	*kʰˁaʔ	bitter
庫	库	く	こ	고사	kù	khuH	kh-	-u	departing	*kʰˁa-s {*[k]ʰˁa-s}	arsenal; storehouse
𧆨	𧆨				lú	lu	l-	-u	even	*rˁa {*[r]ˁa}	(a kind of food vessel)
爐	炉	る	ろ		lú	lu	l-	-u	even	*rˁa {*[r]ˁa}	stove
鑪	鑪	る	ろ	로	lú	lu	l-	-u	even	*rˁa {*[r]ˁa}	stove
魯	鲁	る	ろ	로로	lǔ	luX	l-	-u	rising	*r.ŋˁaʔ (dial. › *rŋˁ- › *rˁ- › l-)	(place name)
魯	鲁	る	ろ	로로	lǔ	luX	l-	-u	rising	*rˁaʔ {*[r]ˁaʔ}	dull, blunt, simple
櫓	橹	る	ろ		lǔ	luX	l-	-u	rising	*rˁaʔ {*[r]ˁaʔ}	shield (n.)
鹵	卤	る	ろ	로	lǔ	luX	l-	-u	rising	*rˁaʔ {*[r]ˁaʔ}	salty (sc. land)
鹵	卤	る	ろ	로	lǔ	luX	l-	-u	rising	*rˁaʔ {*[r]ˁaʔ}	rustic, coarse
路	路	る	ろ	로락	lù	luH	l-	-u	departing	*Cə.rˁak-s	road
露	露	る	ろ	로	lù	luH	l-	-u	departing	*p.rˁak-s	dew; disclose
賂	赂	る	ろ	뢰로뢰	lù	luH	l-	-u	departing	*rˁak-s {*[r]ˁak-s}	wealth; present (v.)
謨	谟	も	ぼ	모	mó	mu	m-	-u	even	*mˁa {*mˁ[a]}	deliberate (v.)
模	模	も	ぼ	모모모	mó	mu	m-	-u	even	*mˁa	model
墓	墓	も	ぼ	묘	mù	muH	m-	-u	departing	*C.mˁak-s	grave (n.)
募	募			모모	mù	muH	m-	-u	departing	*mˁak-s	summon
慕	慕	も	ぼ	모모	mù	muH	m-	-u	departing	*mˁak-s {*(C.)mˁak-s}	love; long for
奴	奴	ぬ	ど	노	nú	nu	n-	-u	even	*nˁa	slave
弩	弩	ぬ	ど	노	nǔ	nuX	n-	-u	rising	*C.nˁaʔ	crossbow
怒	怒	ぬ	ど	노	nù	nuX	n-	-u	rising	*nˁaʔ	angry
吳	吴			오오화	wú	ngu	ng-	-u	even	*ŋʷˁa	shout; name of a state
吾	吾	ぐ	ご	오어아어아	wú	ngu	ng-	-u	even	*ŋˁa	I, my
五	五	ご	ご	오	wǔ	nguX	ng-	-u	rising	*C.ŋˁaʔ	five
伍	伍	ご	ご	오오	wǔ	nguX	ng-	-u	rising	*C.ŋˁaʔ {*[C.]ŋˁaʔ}	group of five
午	午	ご	ご	오	wǔ	nguX	ng-	-u	rising	*m-qʰˁaʔ	resist; cross-wise
午	午	ご	ご	오	wǔ	nguX	ng-	-u	rising	*m.qʰˁaʔ {*[m].qʰˁaʔ}	7th heavenly branch
誤	误	ぐ	ご		wù	nguH	ng-	-u	departing	*ŋʷˁa-s	deceive; mistake
悟	悟	ぐ	ご	오	wù	nguH	ng-	-u	departing	*ŋˁa-s	awake, realize
寤	寤			오오	wù	nguH	ng-	-u	departing	*ŋˁa-s	awake
遻	遻			악오오	wù	nguH	ng-	-u	departing	*ŋˁak-s	unexpectedly come across
晤	晤	ぐ	ご	오오오	wù	nguH	ng-	-u	departing	*ŋˁak-s	go to meet
補	补	ふ	ほ	보보	bǔ	puX	p-	-u	rising	*Cə-pˁaʔ	to patch
布	布	ふ	ほ	포포보	bù	puH	p-	-u	departing	*pˁa-s	cloth
布	布	ふ	ほ	포포보	bù	puH	p-	-u	departing	*pˁa-s	cloth
痡	痡	ふ	ほ	부포	pū	phu	ph-	-u	even	*pʰˁa	suffering, exhausted
浦	浦	ふ	ほ	포	pǔ	phuX	ph-	-u	rising	*pʰˁaʔ	river bank
穌	稣	す	そ		sū	su	s-	-u	even	*s.ŋˁa	gather into sheaves (SW)
蘇	苏	す	そ	소소소	sū	su	s-	-u	even	*s.ŋˁa	revive
愬	愬			소색	sù	suH	s-	-u	departing	*s-ŋˁak-s	complain, accuse
遡	遡	す	そ	소	sù	suH	s-	-u	departing	*s-ŋˁak-s	go against the current
𧪜	𧪜				sù	suH	s-	-u	departing	*s-ŋˁak-s	accuse, inform
㴑	㴑			소	sù	suH	s-	-u	departing	*s-ŋˁak-s	go against current
泝	泝	す	そ	소	sù	suH	s-	-u	departing	*s-ŋˁak-s	go against current
訴	诉	す	そ	소척소	sù	suH	s-	-u	departing	*s-ŋˁak-s	accuse, inform
素	素	す	そ	소소	sù	suH	s-	-u	departing	*sˁak-s {*[s]ˁak-s}	white silk
都	都	つ	と	도지	dū	tu	t-	-u	even	*tˁa	capital city
賭	赌			도도	dǔ	tuX	t-	-u	rising	*mə.tˁaʔ	wager
睹	睹	つ	と	도	dǔ	tuX	t-	-u	rising	*tˁaʔ	see
肚	肚	ず	と		dǔ	tuX	t-	-u	rising	*tˁaʔ	belly, stomach
妬	妬			투투	dù	tuH	t-	-u	departing	*tˁak-s	jealous
蠹	蠹			두	dù	tuH	t-	-u	departing	*tˁak-s	grubs in wood, vermin
妒	妒	つ	と	투투	dù	tuH	t-	-u	departing	*tˁak-s	jealous
稌	稌			도서	tú	thu	th-	-u	even	*l̥ˁa	glutinous rice
土	土	つ	と	토두차	tǔ	thuX	th-	-u	rising	*tʰˁaʔ	earth
吐	吐	つ	と	토	tǔ	thuX	th-	-u	rising	*tʰˁaʔ	eject from mouth, spit
兔	兔	つ	と	토	tù	thuH	th-	-u	departing	*l̥ˁa-s	rabbit, hare
吐	吐	つ	と	토	tù	thuH	th-	-u	departing	*tʰˁaʔ-s	vomit
祖	祖	そ	そ	조조조	zǔ	tsuX	ts-	-u	rising	*tsˁaʔ {*[ts]ˁaʔ}	ancestor
作	作	さく	さく	작자주저주	zuò	tsuH	ts-	-u	departing	*tsˁak-s {*[ts]ˁak-s}	do, work
粗	粗	す	そ	조	cū	tshu	tsh-	-u	even	*N-sˁra	coarse, thick (as hair)
措	措	す	そ	조책착척	cuò	tshuH	tsh-	-u	departing	*tsʰˁak-s {*[tsʰ]ˁak-s}	place (v.)
幠	幠			무무호	hū	xu	x-	-u	even	*m̥ˁa	cover
呼	呼	く	こ	호	hū	xu	x-	-u	even	*qʰˁa	call out, shout
虍	虍			호호	hū	xu	x-	-u	even	*qʰˁra (dial. *qˁʰr- ›ŋ̊ˁ- › x-)	tiger
滸	浒	く	こ	호허	hǔ	xuX	x-	-u	rising	*qʰˁaʔ	river bank
虎	虎	く	こ	호	hǔ	xuX	x-	-u	rising	*qʰˁraʔ (W dial.)	tiger
呼	呼	く	こ	호	hù	xuH	x-	-u	departing	*qʰˁa-s	call out, shout
區	区	う	おう	구우구구구	ōu	ʔuw	ʔ-	-uw	even	*qˁo {*qˁ(r)o}	(a measure)
嘔	呕	う	おう	구우구유후구	ǒu	ʔuwX	ʔ-	-uw	rising	*qˁoʔ {*qˁ(r)oʔ}	vomit
樞	枢	す	しゅ	추우우	shū	ʔuw	ʔ-	-uw	even	*qˁo {*qˁ(r)o}	a kind of elm
部	部	ぶ	ほ	부부부	bù	buwX	b-	-uw	rising	*bˁoʔ {*[b]ˁ(r)oʔ}	lead (v.), govern
豆	豆	ず	とう	두	dòu	duwH	d-	-uw	departing	*N.tʰˁo-s	bean
豆	豆	ず	とう	두	dòu	duwH	d-	-uw	departing	*dˁok-s {*[d]ˁok-s}	vessel with a neck
脰	脰			두	dòu	duwH	d-	-uw	departing	*kə.dˁok-s	neck
投	投	ず	とう	투두	tóu	duw	d-	-uw	even	*dˁo {*[d]ˁo}	throw
頭	头	ず	とう	두	tóu	duw	d-	-uw	even	*m-tˁo	head
歈	歈			유	yú	duw	d-	-uw	even	*lˁo	a kind of song
喉	喉	ぐ	こう	후	hóu	huw	h-	-uw	even	*ɡˁo {*[ɡ]ˁ(r)o}	throat
鍭	鍭			후	hóu	huw	h-	-uw	even	*ɡˁo {*[ɡ]ˁ(r)o}	arrow with metal point
侯	侯	ぐ	こう	후혜	hóu	huw	h-	-uw	even	*ɡˁo {*[ɡ]ˁ(r)o}	feudal lord
猴	猴	ぐ	こう	후	hóu	huw	h-	-uw	even	*mə-ɡˁo {*mə-ɡˁ(r)o}	monkey
鍭	鍭			후	hóu	huwH	h-	-uw	departing	*ɡˁo-s {*[ɡ]ˁ(r)o()-s}	arrow with metal point
候	候	ぐ	こう	후후	hòu	huwH	h-	-uw	departing	*ɡˁo-s {*[ɡ]ˁ(r)o-s}	wait upon
後	后	ぐ	こう	후후후	hòu	huwH	h-	-uw	departing	*ɢˁoʔ-s {*[ɢ]ˁ(r)oʔ-s}	put after ?
厚	厚	ぐ	こう	후	hòu	huwX	h-	-uw	rising	*Cə.ɡˁoʔ {*Cə.ɡˁ(r)oʔ}	thick
后	后	ぐ	こう	후후	hòu	huwX	h-	-uw	rising	*ɢˁoʔ {*ɢˁ(r)oʔ}	sovereign; queen
後	后	ぐ	こう	후후후	hòu	huwX	h-	-uw	rising	*ɢˁoʔ {*[ɢ]ˁ(r)oʔ}	after
鉤	钩	く	こう	구	gōu	kuw	k-	-uw	even	*C.qˁo {*C.qˁ(r)o} ~ *m(ə).qˁ(r)o	hook
句	句	く	く	구구구구구귀	gōu	kuw	k-	-uw	even	*C.qˁo {*C.[q]ˁ(r)o}	curved
溝	沟	く	こう	구구	gōu	kuw	k-	-uw	even	*kˁo {*[k]ˁ(r)o}	irrigation canal
篝	篝	く	こう	구구	gōu	kuw	k-	-uw	even	*kˁo {*[k]ˁ(r)o}	bamboo cage
狗	狗	く	こう	구	gǒu	kuwX	k-	-uw	rising	*Cə.kˁroʔ {*Cə.[k]ˁroʔ}	dog
苟	苟	く	こう	구구구	gǒu	kuwX	k-	-uw	rising	*kˁoʔ {*[k]ˁ(r)oʔ}	if really
覯	觏			구	gòu	kuwH	k-	-uw	departing	*kˁo-s {*kˁ(r)o-s}	come across, meet with
購	购	く	こう	구	gòu	kuwH	k-	-uw	departing	*kˁo-s {*kˁ(r)o-s}	present (v.), give
彀	彀			구구	gòu	kuwH	k-	-uw	departing	*kˁok-s {*[k]ˁ(r)ok-s}	draw a bow to the full
句	句	く	く	구구구구구귀	gòu	kuwH	k-	-uw	departing	*kˁok-s {*[k]ˁ(r)ok-s}	curved
口	口	く	こう	구	kǒu	khuwX	kh-	-uw	rising	*kʰˁoʔ {*kʰˁ(r)oʔ}	mouth
叩	叩	ぐ	こう	고	kǒu	khuwX	kh-	-uw	rising	*kʰˁoʔ {*kʰˁ(r)oʔ}	strike
寇	寇	く	こう	구구	kòu	khuwH	kh-	-uw	departing	*kʰˁo-s {*[k]ʰˁ(r)o-s}	rob; robber
叩	叩	ぐ	こう	고	kòu	khuwH	kh-	-uw	departing	*kʰˁoʔ-s {*kʰˁ(r)oʔ-s}	strike (v.)
漏	漏	る	ろう	루루	lòu	luwH	l-	-uw	departing	*Nə-rˁok-s {*[Nə-r]ˁok-s}	leak (v.)
鏤	镂	る	る	루루	lòu	luwH	l-	-uw	departing	*rˁo-s {*[r]ˁo-s}	carve
陋	陋			루루	lòu	luwH	l-	-uw	departing	*rˁo-s {*[r]ˁo-s}	narrow; base (adj.)
某	某			모매매	mǒu	muwX	m-	-uw	rising	*məʔ	so and so; a certain
牡	牡	む	ぼう	모무	mǔ	muwX	m-	-uw	rising	*muʔ	male
姆	姆	も	ぼ	모무모무	mǔ	muwX	m-	-uw	rising	*məʔ	female teacher in harem
畮	畮			묘무	mǔ	muwX	m-	-uw	rising	*məʔ	Chinese acre
畝	亩	む	ぼう	묘무	mǔ	muwX	m-	-uw	rising	*məʔ (‹ *mˁoʔ?)	Chinese acre
母	母	む	ぼう	모모	mǔ	muwX	m-	-uw	rising	*məʔ (? or *mˁoʔ)	mother
戊	戊	む	ぼう	무모	wù	muwH	m-	-uw	departing	*muʔ-s {*m(r)uʔ-s} ~ *m(r)uʔ	5th heavenly stem
槈	槈			누누	nòu	nuwH	n-	-uw	departing	*nˁok-s	to hoe, to weed
耨	耨	ぬ,のく	どう,じょく	누녹	nòu	nuwH	n-	-uw	departing	*nˁok-s	to hoe, to weed
偶	偶	ぐ	ごう	우	ǒu	nguwX	ng-	-uw	rising	*ŋˁoʔ {*ŋˁ(r)oʔ}	pair, double
耦	耦			우우	ǒu	nguwX	ng-	-uw	rising	*ŋˁoʔ {*ŋˁ(r)oʔ}	pair (n.)
仆	仆	ふ	ふ	부복부복복	pū	phuwH	ph-	-uw	departing	*pʰˁok-s {*pʰˁ(r)ok-s}	fall prostrate
叟	叟			수수	sǒu	suwX	s-	-uw	rising	*s.ruʔ (dial. › *sruʔ › srjuwX › sruwX › suwX)	old man
兜	兜	つ	とう	두도	dōu	tuw	t-	-uw	even	*tˁo	helmet, hood
斗	斗	つ	とう	두두투각	dǒu	tuwX	t-	-uw	rising	*tˁoʔ	bushel; ladle
偷	偷		とう		tōu	thuw	th-	-uw	even	*l̥ˁo	steal
走	走	す	そう	주	zǒu	tsuwX	ts-	-uw	rising	*tsˁoʔ {*[ts]ˁoʔ}	run
奏	奏	す	そう	주	zòu	tsuwH	ts-	-uw	departing	*tsˁo-s {*tsˁo(ʔ)-s}	bring forward; perform (music)
取	取	す	しゅ	취취	cǒu	tshuwX	tsh-	-uw	rising	*tsʰˁoʔ	take
訽	訽				gòu	xuwH	x-	-uw	departing	*qʰˁoʔ-s {*qʰˁ(r)o-s}	revile, insult
瀑	瀑	ぼう	ほく	폭포팍	bào	buwk	b-	-uwk	entering	*bˁawk {*[b]ˁawk}	waterfall?
僕	仆	ぼく	ほく	복	pú	buwk	b-	-uwk	entering	*bˁok {*[b]ˁok}	charioteer, servant
暴	暴	ぼう	ほう	폭포폭박	pù	buwk	b-	-uwk	entering	*m-pˁawk	expose to sun
曝	曝	ぼく	ほく	폭폭포박	pù	buwk	b-	-uwk	entering	*m-pˁawk	expose to the sun
讀	读	ず	とう	독두두두	dú	duwk	d-	-uwk	entering	*C.lˁok	read (v.)
獨	独	どく	とく	독	dú	duwk	d-	-uwk	entering	*dˁok {*[d]ˁok}	alone; only
犢	犊	どく	とく	독	dú	duwk	d-	-uwk	entering	*lˁok	calf
牘	牍			독독	dú	duwk	d-	-uwk	entering	*ˁok {*lˁok}	tablet
族	族	ぞく	そく	족주주	zú	dzuwk	dz-	-uwk	entering	*dzˁok {*[dz]ˁok}	clan
谷	谷	こく,よく,ろく	こく,よく,ろく	곡록곡욕록	gǔ	kuwk	k-	-uwk	entering	*C.qˁok	valley
轂	毂			곡	gǔ	kuwk	k-	-uwk	entering	*kˁok {*[k]ˁok}	nave of a wheel
哭	哭	こく	こく	곡	kū	khuwk	kh-	-uwk	entering	*kʰˁok {*[kʰ]ˁok}	weep
鹿	鹿	ろく	ろく	록	lù	luwk	l-	-uwk	entering	*mə-rˁok	deer
彔	彔			록	lù	luwk	l-	-uwk	entering	*pə.rˁok	carve wood (SW)
盝	盝			록	lù	luwk	l-	-uwk	entering	*rˁok {*(pə.)rˁok}	draw off water
琭	琭			록	lù	luwk	l-	-uwk	entering	*rˁok {*(p.)rˁok}	precious stone
睩	睩			록	lù	luwk	l-	-uwk	entering	*rˁok {*(p.)rˁok}	look carefully
祿	禄			록록	lù	luwk	l-	-uwk	entering	*rˁok {*(p.)rˁok}	blessing
㯟	㯟				lù	luwk	l-	-uwk	entering	*rˁok {*(p.)rˁok}	wooded foot of mountain
木	木	もく	ぼく	목	mù	muwk	m-	-uwk	entering	*C.mˁok	tree, wood
卜	卜	ほく	ほく	복복짐	bǔ	puwk	p-	-uwk	entering	*pˁok	divine (v.)
撲	扑	ほく	ほく	박복복	pū	phuwk	ph-	-uwk	entering	*pʰˁok	beat (v.)
速	速	そく	そく	속	sù	suwk	s-	-uwk	entering	*sˁok {*[s]ˁok}	invite
速	速	そく	そく	속	sù	suwk	s-	-uwk	entering	*sˁok {*[s]ˁok}	rapid
鏃	镞	そく	そく	촉족족촉착	zú	tsuwk	ts-	-uwk	entering	*tsˁok {*[ts]ˁok}	arrowhead
瓮	瓮	う	おう		wèng	ʔuwngH	ʔ-	-uwng	departing	*qˁoŋ-s	earthen jar
甕	甕	う	おう	옹	wèng	ʔuwngH	ʔ-	-uwng	departing	*qˁoŋ-s {*[q]ˁoŋ-s}	earthen jar
動	动	ず	とう	동	dòng	duwngX	d-	-uwng	rising	*Cə-m-tˁoŋʔ {*[Cə-m-t]ˁoŋʔ}	move
童	童	ずう	とう	동종종	tóng	duwng	d-	-uwng	even	*dˁoŋ {*(Cə.)[d]ˁoŋ}	boy
同	同	ずう	とう		tóng	duwng	d-	-uwng	even	*lˁoŋ	together, join
筒	筒	ずう	とう	통통	tǒng	duwng	d-	-uwng	even	*lˁoŋ	tube
慟	恸	ずう	とう	통통	tòng	duwngH	d-	-uwng	departing	*dˁoŋʔ-s {*[d]ˁoŋʔ-s}	grieved
鴻	鸿	ぐ	こう	홍	hóng	huwng	h-	-uwng	even	*ɡˁoŋ {*[ɡ]ˁoŋ}	kind of wild goose
紅	红	ぐ	こう	홍공강공	hóng	huwng	h-	-uwng	even	*ɡˁoŋ	pink
鬨	鬨	く	こう	홍항	hòng	huwngH	h-	-uwng	departing	*ɡˁoŋ-s {*[ɡ]ˁoŋ-s}	quarrel, fight
公	公	く	こう		gōng	kuwng	k-	-uwng	even	*C.qˁoŋ	impartial, just; public
公	公	く	こう	공공	gōng	kuwng	k-	-uwng	even	*C.qˁoŋ	father; prince
工	工	く	こう	공	gōng	kuwng	k-	-uwng	even	*kˁoŋ	officer
工	工	く	こう	공	gōng	kuwng	k-	-uwng	even	*kˁoŋ	work
攻	攻	く	こう	공	gōng	kuwng	k-	-uwng	even	*kˁoŋ	work at
功	功	く	こう	공	gōng	kuwng	k-	-uwng	even	*kˁoŋ	work, effort
貢	贡	く	こう	공	gòng	kuwngH	k-	-uwng	departing	*kˁoŋ-s {*[k]ˁoŋ-s} ( ‹ *[k]ˁom-s)	tribute
空	空	く	こう	공공공	kōng	khuwng	kh-	-uwng	even	*kʰˁoŋ	hollow, empty; hole
空	空	く	こう	공공공	kǒng	khuwngX	kh-	-uwng	rising	*kʰˁoŋʔ	hollow, empty; hole
孔	孔	く	こう	공	kǒng	khuwngX	kh-	-uwng	rising	*kʰˁoŋʔ {*[k]ʰˁoŋʔ}	(surname)
控	控	くう	こう	공강	kòng	khuwngH	kh-	-uwng	departing	*kʰˁoŋ-s	pull (on bow or reins)
聾	聋	る	ろう	롱롱	lóng	luwng	l-	-uwng	even	*C.rˁoŋ	deaf
籠	笼	る	ろう		lóng	luwng	l-	-uwng	even	*k.rˁoŋ	cage, coop
籠	笼	る	ろう	롱롱롱롱	lǒng	luwngX	l-	-uwng	rising	*k.rˁoŋʔ	basket; cage
弄	弄	る	ろう	롱	nòng	luwngH	l-	-uwng	departing	*rˁoŋ-s {*[r]ˁoŋ-s}	manipulate, play with
蒙	蒙	む	ぼう	몽몽몽방	méng	muwng	m-	-uwng	even	*mˁoŋ	cover (v.)
送	送	す	そう	송	sòng	suwngH	s-	-uwng	departing	*sˁoŋ-s {*[s]ˁoŋ-s}	escort (v.), send
東	东	つう	とう	동	dōng	tuwng	t-	-uwng	even	*tˁoŋ	east
凍	冻	つう	とう	동	dòng	tuwngH	t-	-uwng	departing	*tˁoŋ-s	freeze
通	通	つう	とう	통	tōng	thuwng	th-	-uwng	even	*l̥ˁoŋ	penetrate
痛	痛	つう	とう	통	tòng	thuwngH	th-	-uwng	departing	*l̥ˁoŋ-s	to be pained
豵	豵			종종	zōng	tsuwng	ts-	-uwng	even	*tsˁoŋ {*[ts]ˁoŋ}	pig a half or one year old
蔥	葱			총창창	cōng	tshuwng	tsh-	-uwng	even	*tsʰˁoŋ {*[ts]ʰˁoŋ}	onion
聰	聪	す	そう	총총	cōng	tshuwng	tsh-	-uwng	even	*tsʰˁoŋ {*[tsʰ]ˁoŋ}	hear well; intelligent
䑣	䑣				róng	yuwng	y-	-uwng	even	*m.rum (dial. › -um › -uŋ)	sacrifice on the following day
墮	堕			타휴	duò	dwaX	d-	-wa	rising	*lˁojʔ	to fall
惰	惰	だ	た	타타	duò	dwaX	d-	-wa	rising	*lˁojʔ	lazy
隓	隓				huī	dwaX	d-	-wa	rising	*lˁojʔ	destroy
隋	隋				suí	dwaX	d-	-wa	rising	*lˁojʔ	to fall
隋	隋			수타타수타	suí	dwaX	d-	-wa	rising	*lˁojʔ	to fall
坐	坐	ざ	さ	좌	zuò	dzwaH	dz-	-wa	departing	*dzˁojʔ-s {*[dz]ˁo[j]ʔ-s}	seat n.
座	座	ざ	さ	좌	zuò	dzwaH	dz-	-wa	departing	*dzˁojʔ-s {*[dz]ˁo[j]ʔ-s}	seat n.
坐	坐	ざ	さ	좌	zuò	dzwaX	dz-	-wa	rising	*dzˁojʔ {*[dz]ˁo[j]ʔ}	sit
坐	坐	ざ	さ	좌	zuò	dzwaX	dz-	-wa	rising	*m-dzˁojʔ {*m-[dz]ˁo[j]ʔ}	to set
和	和	わ	か	화화화	hé	hwa	h-	-wa	even	*ɢˁoj {*[ɢ]ˁoj}	harmonious
禾	禾	わ	か	화수	hé	hwa	h-	-wa	even	*ɢˁoj {*[ɢ]ˁoj}	growing grain
和	和	わ	か	화화화	hè	hwaH	h-	-wa	departing	*ɢˁoj-s {*[ɢ]ˁoj-s}	tune (instruments); respond in singing
戈	戈	か	か		gē	kwa	k-	-wa	even	*kʷˁaj	dagger-axe
過	过	か	か	과과과화	guō	kwa	k-	-wa	even	*Cə.kʷˁaj	tough, fibrous (vegetables)
