TC	SC	Eumhun	PY	MC	MCI	MCF	MCT	OC	Gloss
烕	烕	멸망할 혈, 불꺼질 멸, 없앨 혈, 멸할 멸	xuè	xjwiet	x-	-jwiet	entering	*m̥et	extinguish, destroy
悸	悸	두근거릴 계	jì	gjwijH	g-	-jwij	departing	*ɡʷit-s {*[ɡ]ʷi[t]-s}	agitated
癸	癸	열째 천간 계, 열째 천간 규, 북방 계	guǐ	kjwijX	k-	-jwij	rising	*kʷijʔ	10th heavenly stem
季	季	끝 계, 계절 계	jì	kjwijH	k-	-jwij	departing	*kʷit-s {*kʷi[t]-s}	youngest
均	均	고를 균, 운 운, 따를 연	jūn	kjwin	k-	-jwin	even	*C.qʷin {*C.qʷi[n]}	even, equal
鈞	钧	서른 근 균	jūn	kjwin	k-	-jwin	even	*C.qʷin {*C.qʷi[n]}	potter's wheel
鈞	钧	서른 근 균	jūn	kjwin	k-	-jwin	even	*kʷin {*[k]ʷi[n]}	weight of 30 jīn 斤
繘	繘	두레박줄 율, 실오리 결	jú	kjwit	k-	-jwit	entering	*C.qʷit {*C.qʷi[t]}	well-rope
橘	橘	귤나무 귤, 귤 귤	jú	kjwit	k-	-jwit	entering	*s.kʷit {*[s.k]ʷi[t]}	orange (tangerine?)
威	威	위엄 위	wēi	ʔjwɨj	ʔ-	-jwɨj	even	*ʔuj	awe-inspiring
畏	畏	두려워할 외	wèi	ʔjwɨjH	ʔ-	-jwɨj	departing	*ʔuj-s	fear (v.)
㷉	㷉	벼슬 위, 다릴 울, 위로할 위, 다리미 울	wèi	ʔjwɨjH	ʔ-	-jwɨj	departing	*ʔut-s	dominate
蔚	蔚	고을 이름 울, 제비쑥 위, 병들 위	wèi	ʔjwɨjH	ʔ-	-jwɨj	departing	*ʔut-s	Artemisia
韋	韦	다룸가죽 위	wéi	hjwɨj	h-	-jwɨj	even	*ɢʷəj {*[ɢ]ʷə[j]}	go against
圍	围	둘레 위, 에워쌀 위, 나라 국	wéi	hjwɨj	h-	-jwɨj	even	*ɢʷəj {*[ɢ]ʷə[j]}	surround
違	违	어길 위, 어긋날 위	wéi	hjwɨj	h-	-jwɨj	even	*ɢʷəj {*[ɢ]ʷə[j]}	go against
胃	胃	밥통 위	wèi	hjwɨjH	h-	-jwɨj	departing	*ɢʷət-s {*[ɢ]ʷə[t]-s}	stomach
謂	谓	이를 위	wèi	hjwɨjH	h-	-jwɨj	departing	*ɢʷət-s {*[ɢ]ʷə[t]-s}	say, tell, call
蝟	猬	고슴도치 위	wèi	hjwɨjH	h-	-jwɨj	departing	*ɢʷət-s {*[ɢ]ʷə[t]-s}	porcupine
歸	归	돌아갈 귀	guī	kjwɨj	k-	-jwɨj	even	*kʷəj {*[k]ʷəj}	return (v.)
鬼	鬼	귀신 귀	guǐ	kjwɨjX	k-	-jwɨj	rising	*k-ʔujʔ	ghost
貴	贵	귀할 귀	guì	kjwɨjH	k-	-jwɨj	departing	*kuj-s	precious; expensive
巍	巍	높을 외, 높을 위, 높고 클 외	wēi	ngjwɨj	ng-	-jwɨj	even	*N.qʰuj	high, majestic
魏	魏	나라 이름 위, 빼어날 위, 빼어날 외, 성씨 위	wéi	ngjwɨj	ng-	-jwɨj	even	*N-qʰuj	high, majestic
魏	魏	나라 이름 위, 빼어날 위, 빼어날 외, 성씨 위	wèi	ngjwɨjH	ng-	-jwɨj	departing	*N-qʰuj-s	high
徽	徽	아름다울 휘, 표기 휘	huī	xjwɨj	x-	-jwɨj	even	*m̥əj	rope
揮	挥	휘두를 휘, 표기 휘, 휘두를 혼	huī	xjwɨj	x-	-jwɨj	even	*qʷʰər	wave, brandish
暉	晖	빛 휘	huī	xjwɨj	x-	-jwɨj	even	*qʷʰər	light, bright(ness)
楎	楎	옷걸이 휘, 쟁기 혼	huī	xjwɨj	x-	-jwɨj	even	*qʷʰər	clothes-peg
輝	辉	빛날 휘	huī	xjwɨj	x-	-jwɨj	even	*qʷʰər	bright
煇	煇	빛날 휘, 구울 훈, 햇무리 운	huī	xjwɨj	x-	-jwɨj	even	*qʷʰər	brilliant
𤈦	𤈦		huǐ	xjwɨjX	x-	-jwɨj	rising	*m̥əjʔ	burn
虺	虺	살무사 훼, 고달플 회	huǐ	xjwɨjX	x-	-jwɨj	rising	*r̥ujʔ {*[r̥]u[j]ʔ} (dial. *r̥- › x-)	snake-brood
穢	秽	더러울 예	huì	ʔjwojH	ʔ-	-jwoj	departing	*qʷat-s	bad weeds; filth
喙	喙	부리 훼, 부리 달	huì	xjwojH	x-	-jwoj	departing	*l̥or-s {*l̥o[r]-s} (*l̥- › x- dialect)	snout; to pant
顪	顪	턱수염 훼	huì	xjwojH	x-	-jwoj	departing	*qʷʰat-s	beard
夗	夗		wǎn	ʔjwonX	ʔ-	-jwon	rising	*ʔorʔ {*ʔo[r]ʔ}	turn over in bed
宛	宛	완연 완, 나라이름 원, 작을 원, 완연할 완, 고을 이름 원, 쌓일 온, 맺힐 울	wǎn	ʔjwonX	ʔ-	-jwon	rising	*ʔorʔ {*ʔo[r]ʔ}	curved; to bend
婉	婉	순할 완, 아름다울 완	wǎn	ʔjwonX	ʔ-	-jwon	rising	*ʔorʔ {*[ʔ]o[r]ʔ}	beautiful
苑	苑	나라 동산 원, 굽을 울, 막힐 울	yuǎn	ʔjwonX	ʔ-	-jwon	rising	*ʔorʔ {*[ʔ]o[r]ʔ}	resentment
苑	苑	나라 동산 원, 굽을 울, 막힐 울	yuǎn	ʔjwonX	ʔ-	-jwon	rising	*ʔorʔ {*[ʔ]o[r]ʔ}	park for hunting
怨	怨	원망할 원, 원수 원, 쌓을 온	yuàn	ʔjwonH	ʔ-	-jwon	departing	*ʔor-s {*[ʔ]o[r]-s}	resentment
園	园	동산 원	yuán	hjwon	h-	-jwon	even	*C.ɢʷan {*C.ɢʷa[n]}	garden
爰	爰	이에 원	yuán	hjwon	h-	-jwon	even	*ɢʷan {*ɢʷa[n]}	thereupon
猨	猨	원숭이 원	yuán	hjwon	h-	-jwon	even	*ɢʷan {*[ɢ]ʷa[n]}	monkey
援	援	당길 원, 도울 원, 발호할 환	yuán	hjwon	h-	-jwon	even	*ɢʷan {*[ɢ]ʷa[n]}	pull up
袁	袁	옷 길 원, 성씨 원	yuán	hjwon	h-	-jwon	even	*ɢʷan {*[ɢ]ʷa[n]}	long robe
轅	辕	끌채 원	yuán	hjwon	h-	-jwon	even	*ɢʷan {*[ɢ]ʷa[n]}	carriage-pole
垣	垣		yuán	hjwon	h-	-jwon	even	*ɢʷar {*[ɢ]ʷar}	wall
遠	远	멀 원, 멀리할 원	yuǎn	hjwonX	h-	-jwon	rising	*C.ɢʷanʔ {*C.ɢʷa[n]ʔ}	far
勸	劝	권할 권	quàn	khjwonH	kh-	-jwon	departing	*C.qʷʰar-s	encourage
元	元		yuán	ngjwon	ng-	-jwon	even	*ŋon {*[ŋ]o[n]} (‹ nasal + uvular)	head; first
原	原	언덕 원, 근원 원	yuán	ngjwon	ng-	-jwon	even	*ŋʷar {*[ŋ]ʷar} (‹ uvular)	spring, source; origin
原	原	언덕 원, 근원 원	yuán	ngjwon	ng-	-jwon	even	*ŋʷar {*[ŋ]ʷar} (‹ uvular)	high plain (n.)
願	愿	원할 원	yuàn	ngjwonH	ng-	-jwon	departing	*ŋon-s {*[ŋ]o[n]-s} (‹ nasal plus uvular?)	to wish
貆	貆	담비 새끼 환, 담비 새끼 훤	huán	xjwon	x-	-jwon	even	*qʷʰar	badger (n.)
塤	埙	질나발 훈	xuān	xjwon	x-	-jwon	even	*qʰon {*qʰo[n]}	ocarina
諼	谖	속일 훤	xuān	xjwon	x-	-jwon	even	*qʷʰan {*qʷʰa[n]}	forget
吅	吅		xuán	xjwon	x-	-jwon	even	*qʷʰar	to cry in alarm
咺	咺	의젓할 훤, 섧게 울 훤	xuǎn	xjwonX	x-	-jwon	rising	*qʷʰarʔ	brilliant, illustrious
壎	壎		xūn	xjwon	x-	-jwon	even	*qʰon {*qʰo[n]}	ocarina
掘	掘	팔 굴, 뚫을 궐	jué	gjwot	g-	-jwot	entering	*ɡot {*[ɡ]ot}	dig out (earth)
曰	曰	가로 왈	yuē	hjwot	h-	-jwot	entering	*ɢʷat {*[ɢ]ʷat}	say
戉	戉	도끼 월	yuè	hjwot	h-	-jwot	entering	*ɢʷat {*[ɢ]ʷat}	a kind of axe
越	越	넘을 월, 부들 활, 부들자리 활	yuè	hjwot	h-	-jwot	entering	*ɢʷat {*[ɢ]ʷat}	pass over
粵	粤		yuè	hjwot	h-	-jwot	entering	*ɢʷat {*[ɢ]ʷat}	generous, favorable
鉞	钺	도끼 월	yuè	hjwot	h-	-jwot	entering	*ɢʷat {*[ɢ]ʷat}	a kind of axe
蕨	蕨	고사리 궐	jué	kjwot	k-	-jwot	entering	*Cə.kot	bracken (a kind of edible fern)
厥	厥	그 궐, 오랑캐이름 궐	jué	kjwot	k-	-jwot	entering	*kot	(3p possessive pronoun)
闕	阙	대궐 궐	què	khjwot	kh-	-jwot	entering	*kʷʰat	tower over gate
月	月	달 월	yuè	ngjwot	ng-	-jwot	entering	*ŋʷat {*[ŋ]ʷat}	moon, month
埃	埃	티끌 애	āi	ʔoj	ʔ-	-oj	even	*qˁə	dust
哀	哀	슬플 애	āi	ʔoj	ʔ-	-oj	even	*ʔˁəj	to pity; sad
愛	爱	사랑 애	ài	ʔojH	ʔ-	-oj	departing	*qˁəp-s {*[q]ˁəp-s}	to love; to grudge (‹ ‘draw close to oneself’?)
僾	僾	어렴풋할 애	ài	ʔojH	ʔ-	-oj	departing	*qˁəp-s	to pant, lose the breath
袋	袋	자루 대	dài	dojH	d-	-oj	departing	*Cə.lˁək-s	bag
代	代	대신 대, 대신할 대	dài	dojH	d-	-oj	departing	*lˁək-s	replace
隶	隶	미칠 대, 근본 이, 남을 시, 여우 새끼 제, 미칠 태, 미칠 이, 종 례	dài	dojH	d-	-oj	departing	*m.rˁəp-s	reach to
逮	逮	미칠 체, 미칠 대, 편안할 체, 미칠 태, 잡을 체, 탈 태	dài	dojH	d-	-oj	departing	*m.rˁəp-s	reach to
待	待	기다릴 대	dài	dojX	d-	-oj	rising	*dˁəʔ {*[d]ˁəʔ}	wait on; depend on
殆	殆	위태할 태, 거의 태	dài	dojX	d-	-oj	rising	*lˁəʔ	danger
迨	迨	미칠 태	dài	dojX	d-	-oj	rising	*lˁəʔ	come to
詒	诒	줄 이, 게으를 태, 게으를 이, 속일 태	dài	dojX	d-	-oj	rising	*lˁəʔ	deceive, cheat
臺	台	대 대	tái	doj	d-	-oj	even	*lˁə	tower
裁	裁	마를 재	cái	dzoj	dz-	-oj	even	*Cə.dzˁə {*[Cə.dz]ˁə}	cut out clothes
材	材	재목 재	cái	dzoj	dz-	-oj	even	*Cə.dzˁə {*[Cə.dz]ˁə}	timber
才	才	재주 재, 재능 재	cái	dzoj	dz-	-oj	even	*dzˁə {*(Cə.)[dz]ˁə}	talent, ability
財	财	재물 재	cái	dzoj	dz-	-oj	even	*dzˁə {*[dz]ˁə}	wealth
載	载	실을 재, 일 대	zài	dzojH	dz-	-oj	departing	*m-tsˁəʔ-s {*[m-ts]ˁəʔ-s}	load (v.); transport (v.)
在	在	있을 재	zài	dzojX	dz-	-oj	rising	*dzˁəʔ {*[dz]ˁəʔ}	be at, be present
孩	孩	어린아이 해	hái	hoj	h-	-oj	even	*ɡˁə {*[ɡ]ˁə}	child
亥	亥	돼지 해	hài	hojX	h-	-oj	rising	*ɡˁəʔ {*[ɡ]ˁəʔ}	12th earthly branch
劾	劾		hé	hojH	h-	-oj	departing	*ɡˁək-s {*[ɡ]ˁək-s}	investigate
該	该	그 해, 그 개, 갖출 해, 마땅 해	gāi	koj	k-	-oj	even	*kˁə {*[k]ˁə}	all, complete
改	改	고칠 개	gǎi	kojX	k-	-oj	rising	*C.qˁəʔ	change (v.)
溉	溉		gài	kojH	k-	-oj	departing	*kˁət-s {*[k]ˁə[t]-s}	to wash
概	概	평미레 개, 대개 개	gài	kojH	k-	-oj	departing	*kˁət-s {*[k]ˁə[t]-s}	to strickle
開	开	열 개, 산 이름 견	kāi	khoj	kh-	-oj	even	*Nə-kʰˁəj {*Nə-[k]ʰˁə[j]}	to open (v.i)
開	开	열 개, 산 이름 견	kāi	khoj	kh-	-oj	even	*kʰˁəj {*[k]ʰˁəj}	to open (v.t.)
鎧	铠	갑옷 개	kǎi	khojH	kh-	-oj	departing	*C.qʰˁəjʔ-s	coat of mail
塏	垲	높고 건조할 개, 높은 땅 개	kǎi	khojX	kh-	-oj	rising	*C.qʰəjʔ {*C.qʰˁəjʔ}	high and dry (place)
豈	岂		kǎi	khojX	kh-	-oj	rising	*C.qʰˁəjʔ	happy, pleasant
鎧	铠	갑옷 개	kǎi	khojX	kh-	-oj	rising	*C.qʰˁəjʔ	coat of mail
凱	凯	개선할 개	kǎi	khojX	kh-	-oj	rising	*C.qʰˁəjʔ	pleasant
愷	恺	즐거울 개, 편안할 개	kǎi	khojX	kh-	-oj	rising	*C.qʰˁəjʔ	triumphal music; happy
咳	咳	기침 해, 방긋 웃을 해, 어린아이 웃을 해	kài	khojH	kh-	-oj	departing	*kʰˁək-s	cough
欬	欬	기침 해, 기침 개, 트림 애	kài	khojH	kh-	-oj	departing	*kʰˁək-s	cough
慨	慨	분개할 개, 슬퍼할 개	kài	khojH	kh-	-oj	departing	*kʰˁət-s {*[kʰ]ˁə[t]-s}	disappointed
來	来	올 래, 위로할 래	lái	loj	l-	-oj	even	*mə.rˁək (› *mə.rˁə)	a kind of wheat
來	来	올 래, 위로할 래	lái	loj	l-	-oj	even	*rˁək (› *rˁə)	come
賚	赉	줄 뢰, 줄 래	lài	lojH	l-	-oj	departing	*rˁək-s {*[r]ˁək-s}	give, send
乃	乃	이에 내, 노 젓는 소리 애	nǎi	nojX	n-	-oj	rising	*nˁəʔ {*nˁə(ŋ)ʔ}	your
耐	耐	견딜 내, 능할 능	nài	nojH	n-	-oj	departing	*nˁə-s	endure
能	能	능할 능, 세발자라 내, 별 이름 태, 견딜 내	néng	noj	n-	-oj	even	*nˁə	a kind of bear
塞	塞	변방 새, 막을 색, 막힐 색	sài	sojH	s-	-oj	departing	*sˁək-s {*[s]ˁək-s}	frontier
塞	塞	변방 새, 막을 색, 막힐 색	sài	sojH	s-	-oj	departing	*sˁək-s	pass (n.)
戴	戴	일 대	dài	tojH	t-	-oj	departing	*Cə.tˁək-s	carry on the head
貸	贷	빌릴 대, 틀릴 특, 꿜 대, 빌릴 특	dài	thojH	th-	-oj	departing	*l̥ˁək-s	borrow; lend
胎	胎	아이밸 태, 아이 밸 태	tāi	thoj	th-	-oj	even	*l̥ˁə	fetus
態	态	모양 태, 모습 태	tài	thojH	th-	-oj	departing	*n̥ˁə-s	bearing, manner
災	灾	재앙 재	zāi	tsoj	ts-	-oj	even	*tsˁə {*[ts]ˁə}	calamity
栽	栽	심을 재, 담틀 재	zāi	tsoj	ts-	-oj	even	*tsˁə {*[ts]ˁə}	plant (v.)
灾	灾	재앙 재	zāi	tsoj	ts-	-oj	even	*tsˁə {*[ts]ˁə}	calamity
𢦒	𢦒		zāi	tsoj	ts-	-oj	even	*tsˁə {*[ts]ˁə}	hurt, damage (v.)
𢦏	𢦏		zāi	tsoj	ts-	-oj	even	*tsˁə {*[ts]ˁə}	hurt, damage (v.)
烖	烖	재앙 재	zāi	tsoj	ts-	-oj	even	*tsˁə {*[ts]ˁə}	calamity
哉	哉	어조사 재	zāi	tsoj	ts-	-oj	even	*tsˁə {*[ts]ˁə}	begin
哉	哉	어조사 재	zāi	tsoj	ts-	-oj	even	*tsˁə {*[ts]ˁə}	(particle)
載	载	실을 재, 일 대	zǎi	tsojX	ts-	-oj	rising	*tsˁəʔ {*[ts]ˁəʔ}	year
再	再	두 재	zài	tsojH	ts-	-oj	departing	*tsˁə-s {*[ts]ˁə(ʔ)-s}	twice; a second time
載	载	실을 재, 일 대	zài	tsojH	ts-	-oj	departing	*tsˁəʔ-s {*[ts]ˁəʔ-s}	record (v.)
載	载	실을 재, 일 대	zài	tsojH	ts-	-oj	departing	*tsˁəʔ-s {*[ts]ˁəʔ-s}	load (v.)
采	采	캘 채, 채읍 채, 풍채 채	cǎi	tshojX	tsh-	-oj	rising	*N-sˁrəʔ	colorful
彩	彩	채색 채	cǎi	tshojX	tsh-	-oj	rising	*N-sˁrəʔ	colorful
採	采	캘 채, 풍채 채	cǎi	tshojX	tsh-	-oj	rising	*m-sˁrəʔ	gather, pluck
采	采	캘 채, 채읍 채, 풍채 채	cǎi	tshojX	tsh-	-oj	rising	*m-sˁrəʔ	gather, pluck
菜	菜	나물 채	cài	tshojH	tsh-	-oj	departing	*m-sˁrəʔ-s	vegetables
海	海	바다 해	hǎi	xojX	x-	-oj	rising	*m̥ˁəʔ (dial. *m̥ˁ- › x-)	sea
匐	匐	길 복	fú	bok	b-	-ok	entering	*bˁək {*[b]ˁək} (‹ *[b]ˁuk ?)	crawl
犆	犆		tè	dok	d-	-ok	entering	*dˁək {*[d]ˁək}	single
特	特	유다를 특, 특별할 특, 수컷 특	tè	dok	d-	-ok	entering	*dˁək {*[d]ˁək}	bull
賊	贼	도둑 적	zéi	dzok	dz-	-ok	entering	*k.dzˁək	injure; murderer, bandit
劾	劾	캐물을 핵, 힘쓸 해, 꾸짖을 핵	hé	hok	h-	-ok	entering	*ɡˁək {*[ɡ]ˁək}	investigate, try (a criminal)
克	克	이길 극	kè	khok	kh-	-ok	entering	*kʰˁək	carry; able; dominate
刻	刻	새길 각	kè	khok	kh-	-ok	entering	*kʰˁək {*[kʰ]ˁək}	cut, engrave
勒	勒	굴레 륵	lè	lok	l-	-ok	entering	*rˁək {*[r]ˁək}	engrave
勒	勒	굴레 륵	lè	lok	l-	-ok	entering	*rˁək {*[r]ˁək}	bridle
墨	墨	먹 묵, 교활할 미	mò	mok	m-	-ok	entering	*C.mˁək	ink
北	北	북녘 북, 달아날 배	běi	pok	p-	-ok	entering	*pˁək	north
塞	塞	변방 새, 막을 색, 막힐 색	sè	sok	s-	-ok	entering	*sˁək {*[s]ˁək}	stop up, block (v.)
德	德	덕 덕, 큰 덕	dé	tok	t-	-ok	entering	*tˁək	virtue
得	得	얻을 득	dé	tok	t-	-ok	entering	*tˁək	obtain
忒	忒	틀릴 특	tè	thok	th-	-ok	entering	*l̥ˁək	err; change; deceitful
慝	慝	사특할 특, 숨길 닉	tè	thok	th-	-ok	entering	*n̥ˁək	evil
則	则	곧 즉, 법 칙, 법 측, 법칙 칙	zé	tsok	ts-	-ok	entering	*tsˁək {*[ts]ˁək}	then
則	则	곧 즉, 법 칙, 법 측, 법칙 칙	zé	tsok	ts-	-ok	entering	*tsˁək {*[ts]ˁək}	rule, pattern
黑	黑	검을 흑	hēi	xok	x-	-ok	entering	*m̥ˁək (dial. *m̥ˁ- › xˁ-)	black
禫	禫	담제 담	dàn	domX	d-	-om	rising	*N.rˁumʔ {*[N.]rˁ[u]mʔ}	sacrifice at end of mourning
窞	窞	구덩이 담, 구덩이 람, 광 바닥의 작은 구덩이 담	dàn	domX	d-	-om	rising	*lˁomʔ {*rˁomʔ} in 坎窞	khomX-domX hole or pit
萏	萏		dàn	domX	d-	-om	rising	*rˁomʔ (in a binom)	homX.domX lotus flower
潭	潭	깊을 담, 물가 심, 못 담	tán	dom	d-	-om	even	*C.lˁəm {*C.lˁ[ə]m}	deep, pond
覃	覃	미칠 담, 날카로울 염, 깊을 담, 날이 설 염	tán	dom	d-	-om	even	*N.rˁom {*N.rˁ[o]m}	extend, spread
燂	燂		xún	dom	d-	-om	even	*lˁom	to heat
蠶	蚕	누에 잠, 지렁이 천	cán	dzom	dz-	-om	even	*C.dzˁəm {*C.dzˁ[ə]m}	silkworm
圅	圅		hán	hom	h-	-om	even	*Cə-m-kˁəm {*Cə-m-kˁ[ə]m}	contain
含	含	머금을 함, 무궁주 함	hán	hom	h-	-om	even	*Cə-m-kˁəm {*Cə-m-kˁ[ə]m}	hold in the mouth
函	函	함 함, 갑옷 함	hán	hom	h-	-om	even	*Cə-m-kˁəm {*Cə-m-kˁ[ə]m}	envelop, contain
唅	唅	머금을 함	hán	hom	h-	-om	even	*Cə-m-kˁəm {*Cə-m-kˁ[ə]m}	hold in the mouth
涵	涵		hán	hom	h-	-om	even	*ɡˁom {*[ɡ]ˁ[o]m}	soak, overflow
含	含	머금을 함, 무궁주 함	hán	homH	h-	-om	departing	*Cə-m-kˁəm-s {*Cə-m-[k]ˁ[ə]m-s}	to put in the mouth
憾	憾	한할 감, 한할 함, 근심할 담, 섭섭할 감	hàn	homH	h-	-om	departing	*N-kˁəmʔ-s {*N-kˁ[ə]mʔ-s}	dissatisfied
頷	颔	턱 함, 끄덕일 암	hàn	homX	h-	-om	rising	*ɢˁəm {*[ɢ]ˁ[ə]mʔ}	jaw, chin
感	感	느낄 감, 한할 감	gǎn	komX	k-	-om	rising	*kˁəmʔ {*kˁ[ə]mʔ}	move (emotionally) (v.t.)
贛	赣	줄 공, 강 이름 감, 미련할 장	gàn	komH	k-	-om	departing	*komʔ-s {*k[o]mʔ-s}	the Gàn river in Jiangxi
贛	赣	줄 공, 강 이름 감, 미련할 장	gàn	komX	k-	-om	rising	*komʔ {*k[o]mʔ}	the Gàn river
堪	堪	견딜 감	kān	khom	kh-	-om	even	*kʰˁəm {*[kʰ]ˁ[ə]m}	able to bear
欿	欿	시름할 감, 시름할 함, 서운할 감, 서운할 함	kǎn	khomX	kh-	-om	rising	*k-r̥ˁəmʔ	covet
坎	坎	구덩이 감	kǎn	khomX	kh-	-om	rising	*kʰˁomʔ {*[kʰ]ˁomʔ}	pit
埳	埳		kǎn	khomX	kh-	-om	rising	*kʰˁomʔ {*[kʰ]ˁomʔ}	pit (n.)
欿	欿	시름할 감, 시름할 함, 서운할 감, 서운할 함	kǎn	khomX	kh-	-om	rising	*kʰˁomʔ {*[kʰ]ˁomʔ}	insufficient
欿	欿	시름할 감, 시름할 함, 서운할 감, 서운할 함	kǎn	khomX	kh-	-om	rising	*kʰˁomʔ {*[kʰ]ˁomʔ}	despondent
男	男	사내 남	nán	nom	n-	-om	even	*nˁəm {*nˁ[ə]m}	man, male
南	南	남녘 남, 나무 나	nán	nom	n-	-om	even	*nˁəm {*nˁ[ə]m}	south
耽	耽	즐길 탐, 즐길 담	dān	tom	t-	-om	even	*t-qˁəm {*[t-q]ˁ[ə]m}	take pleasure
探	探	찾을 탐	tān	thom	th-	-om	even	*l̥ˁəm {*l̥ˁ[ə]m}	put the hand into and test
貪	贪	탐할 탐, 탐낼 탐	tān	thom	th-	-om	even	*r̥ˁəm {*r̥ˁ[ə]m}	to covet
醓	醓	장 담, 장 탐, 육장 탐, 육장 담	tǎn	thomX	th-	-om	rising	*l̥ˁəmʔ {*[l̥ˁ][ə]mʔ}	minced meat and blood pickled with brine
簪	簪	비녀 잠, 빠를 잠	zān	tsom	ts-	-om	even	*Cə.tsˁəm {*Cə.[ts]ˁ[ə]m}	hairpin
參	参	참여할 참, 별이름 삼, 빽빽할 삼, 석 삼	cān	tshom	tsh-	-om	even	*N-sˁrum {*N-sˁr[u]m}	three
驂	骖	곁말 참	cān	tshom	tsh-	-om	even	*m-sˁrəm {*m-sˁr[ə]m}	team of three horses
參	参	참여할 참, 별이름 삼, 빽빽할 삼, 석 삼	cān	tshom	tsh-	-om	even	*s-l̥ˁum {*s-l̥ˁ[u]m}	accumulate
參	参	참여할 참, 별이름 삼, 빽빽할 삼, 석 삼	cān	tshom	tsh-	-om	even	*tsʰˁum {*[tsʰ]ˁ[u]m}	straight
恩	恩	은혜 은	ēn	ʔon	ʔ-	-on	even	*ʔˁən {*ʔˁə[n]}	kindness, favor
恨	恨	한할 한, 한 한	hèn	honH	h-	-on	departing	*m-qˁən-s {*[m-q]ˁə[n]-s}	regret
根	根	뿌리 근	gēn	kon	k-	-on	even	*kˁən {*[k]ˁə[n]}	root, trunk
眼	眼	눈 안, 눈 불거질 은	wěn	ngonX	ng-	-on	rising	*ŋˁənʔ {*ŋˁə[n]ʔ}	protrude as a knob
棚	棚	시렁 붕, 사다리 붕	péng	bong	b-	-ong	even	*C.bˁəŋ	awning, sail
朋	朋	벗 붕	péng	bong	b-	-ong	even	*bˁəŋ {*[b]ˁəŋ}	set of cowries; friend
騰	腾	오를 등	téng	dong	d-	-ong	even	*lˁəŋ	to mount; oppress
層	层	층 층	céng	dzong	dz-	-ong	even	*N-s.tˁəŋ	double
曾	曾	일찍 증	céng	dzong	dz-	-ong	even	*dzˁəŋ {*[dz]ˁəŋ}	(adverb indicating past time)
贈	赠	보낼 증, 줄 증	zèng	dzongH	dz-	-ong	departing	*dzˁəŋ-s {*[dz]ˁəŋ-s}	give
恆	恒	항상 항, 뻗칠 긍, 반달 긍	héng	hong	h-	-ong	even	*ɡˁəŋ {*[ɡ]ˁəŋ}	constant
能	能	능할 능, 세발자라 내, 별 이름 태, 견딜 내	néng	nong	n-	-ong	even	*nˁə {*nˁə(ŋ)}	a kind of bear
能	能	능할 능, 세발자라 내, 별 이름 태, 견딜 내	néng	nong	n-	-ong	even	*nˁə {*nˁə(ʔ)} ~ *nˁəŋ	able; ability
崩	崩	무너질 붕	bēng	pong	p-	-ong	even	*Cə.pˁəŋ	collapse (v., of a mountain)
堋	堋	묻을 붕, 활터 붕	bèng	pongH	p-	-ong	departing	*pˁəŋ-s	put coffin in grave
登	登	오를 등, 밟을 등, 얻을 득	dēng	tong	t-	-ong	even	*k-tˁəŋ	a kind of sacrificial vessel
鐙	镫	등자 등, 등잔 등	dēng	tong	t-	-ong	even	*k-tˁəŋ	ritual vessel; lamp
燈	灯	등불 등, 등 등	dēng	tong	t-	-ong	even	*k-tˁəŋ	lamp
登	登	오를 등, 밟을 등, 얻을 득	dēng	tong	t-	-ong	even	*tˁəŋ	ascend
豋	豋	제기 이름 등, 오를 등	dēng	tong	t-	-ong	even	*tˁəŋ	step up
等	等	등급 등, 무리 등	děng	tongX	t-	-ong	rising	*tˁəŋʔ	step, grade
曾	曾	일찍 증	zēng	tsong	ts-	-ong	even	*tsˁəŋ {*[ts]ˁəŋ}	remote (ancestor)
憎	憎	미워할 증, 미울 증	zēng	tsong	ts-	-ong	even	*tsˁəŋ {*[ts]ˁəŋ}	hate
沓	沓	겹칠 답	tà	dop	d-	-op	entering	*m-rˁəp	join, unite
眔	眔		tà	dop	d-	-op	entering	*m-rˁəp	reach to; and
遝	遝	뒤섞일 답	tà	dop	d-	-op	entering	*m.rˁəp	reach to; and
雜	杂	섞일 잡	zá	dzop	dz-	-op	entering	*dzˁəp {*[dz]ˁ[ə]p}	mixed
合	合	합할 합, 홉 갑, 쪽문 합, 홉 홉	hé	hop	h-	-op	entering	*m-kˁop	unite
閤	閤	쪽문 합	gé	kop	k-	-op	entering	*kˁop {*[k]ˁ[o]p}	small gate
韐	韐	슬갑 겹, 띠 갑	gé	kop	k-	-op	entering	*kˁəp {*[k]ˁ[ə]p}	knee-cover
拉	拉	꺾을 랍, 끌 랍	là	lop	l-	-op	entering	*rˁəp {*[r]ˁəp}	break
內	内	안 내, 들일 납	nà	nop	n-	-op	entering	*nˁəp {*nˁ[ə]p}	bring or send in
納	纳	들일 납	nà	nop	n-	-op	entering	*nˁəp {*nˁ[ə]p}	bring or send in
答	答	대답할 답, 대답 답	dá	top	t-	-op	entering	*tˁəp {*[t]ˁ[ə]p}	answer
荅	荅		dá	top	t-	-op	entering	*tˁəp {*[t]ˁ[ə]p}	small bean
噆	噆	깨물 참	zǎn	tsop	ts-	-op	entering	*tsˁəp {*tsˁ[ə]p}	sting and suck (mosquito)
欱	欱	들이마실 합	hē	xop	x-	-op	entering	*qʰˁəp {*qʰˁ[ə]p}	sip, drink
